query_id,query_image_id,query_filename,query_path,product_id,product_key,split,category,article_type,product_name,relevant_catalog_item_ids,relevant_catalog_count
val_q058,48093,48093.jpg,data/images/48093.jpg,48093,french connection women blue shirt|shirts|women|blue,validation,Apparel,Shirts,French Connection Women Blue Shirt,48091,1
test_q095,51843,51843.jpg,data/images/51843.jpg,51843,new hide men black wallet|wallets|men|black,test,Accessories,Wallets,New Hide Men Black Wallet,"50825,50826,50827,50828,58201",5
test_q096,21610,21610.jpg,data/images/21610.jpg,21610,enamor women smooth black bra|bra|women|black,test,Apparel,Bra,Enamor Women Smooth Black Bra,"21624,21639,21652,21659",4
test_q097,40232,40232.jpg,data/images/40232.jpg,40232,provogue men black leather belt|belts|men|black,test,Accessories,Belts,Provogue Men Black Leather Belt,"40221,40223,40227,40230",4
val_q059,56992,56992.jpg,data/images/56992.jpg,56992,hm women black shoes|flats|women|black,validation,Footwear,Flats,HM Women Black Shoes,56867,1
test_q098,30515,30515.jpg,data/images/30515.jpg,30515,lovable women spice blue bra|bra|women|blue,test,Apparel,Bra,Lovable Women Spice Blue Bra,30517,1
test_q099,24921,24921.jpg,data/images/24921.jpg,24921,united colors of benetton women black top|tops|women|black,test,Apparel,Tops,United Colors of Benetton Women Black Top,"24918,24987,37161,37164,37186,37189,37190",7
test_q100,23563,23563.jpg,data/images/23563.jpg,23563,police pure men perfume|perfume and body mist|men|navy blue,test,Personal Care,Perfume and Body Mist,Police Pure Men Perfume,23557,1
val_q060,20774,20774.jpg,data/images/20774.jpg,20774,carlton london women classy gold heels|heels|women|gold,validation,Footwear,Heels,Carlton London Women Classy Gold Heels,20782,1
test_q101,48074,48074.jpg,data/images/48074.jpg,48074,french connection men purple t-shirt|tshirts|men|purple,test,Apparel,Tshirts,French Connection Men Purple T-shirt,48448,1
test_q102,26239,26239.jpg,data/images/26239.jpg,26239,proline men black printed t-shirt|tshirts|men|black,test,Apparel,Tshirts,Proline Men Black Printed T-shirt,26281,1
test_q103,18536,18536.jpg,data/images/18536.jpg,18536,puma men commander white sports shoes|sports shoes|men|white,test,Footwear,Sports Shoes,Puma Men Commander White Sports Shoes,18602,1
val_q061,11817,11817.jpg,data/images/11817.jpg,11817,playboy men casual white casual shoes|casual shoes|men|white,validation,Footwear,Casual Shoes,Playboy Men Casual White Casual Shoes,"11816,11829",2
val_q062,40626,40626.jpg,data/images/40626.jpg,40626,span women pink kurta|kurtas|women|pink,validation,Apparel,Kurtas,Span Women Pink Kurta,"40642,40654",2
test_q104,49555,49555.jpg,data/images/49555.jpg,49555,rocia women brown handbag|handbags|women|brown,test,Accessories,Handbags,Rocia Women Brown Handbag,"49553,53061,53064,53065,53067,53070",6
test_q105,16002,16002.jpg,data/images/16002.jpg,16002,turtle solid men grey sweaters|sweaters|men|grey,test,Apparel,Sweaters,Turtle Solid Men Grey Sweaters,16003,1
test_q106,22652,22652.jpg,data/images/22652.jpg,22652,wildcraft unisex grey duffle bag|duffel bag|unisex|grey,test,Accessories,Duffel Bag,Wildcraft Unisex Grey Duffle Bag,22645,1
val_q063,48419,48419.jpg,data/images/48419.jpg,48419,french connection men black printed t-shirt|tshirts|men|black,validation,Apparel,Tshirts,French Connection Men Black Printed T-shirt,"48436,48440",2
test_q107,32864,32864.jpg,data/images/32864.jpg,32864,wildcraft unisex pink & grey backpack|backpacks|unisex|pink,test,Accessories,Backpacks,Wildcraft Unisex Pink & Grey Backpack,"38137,38138",2
test_q108,48407,48407.jpg,data/images/48407.jpg,48407,french connection men brown printed t-shirt|tshirts|men|brown,test,Apparel,Tshirts,French Connection Men Brown Printed T-shirt,43495,1
test_q109,9719,9719.jpg,data/images/9719.jpg,9719,hush puppies men walsh black sandals|sandals|men|black,test,Footwear,Sandals,Hush Puppies Men Walsh Black Sandals,9706,1
test_q110,38931,38931.jpg,data/images/38931.jpg,38931,gini and jony girls blue jeans|jeans|girls|blue,test,Apparel,Jeans,Gini and Jony Girls Blue Jeans,"33147,38930",2
test_q111,43321,43321.jpg,data/images/43321.jpg,43321,united colors of benetton women pink t-shirt|tshirts|women|pink,test,Apparel,Tshirts,United Colors of Benetton Women Pink T-shirt,"19673,24953,24972,37183,43325",5
test_q112,48070,48070.jpg,data/images/48070.jpg,48070,french connection men off white t-shirt|tshirts|men|off white,test,Apparel,Tshirts,French Connection Men Off White T-shirt,43492,1
test_q113,48248,48248.jpg,data/images/48248.jpg,48248,the amazing spiderman boys black t-shirt|tshirts|boys|black,test,Apparel,Tshirts,The Amazing Spiderman Boys Black T-shirt,"48258,48259",2
test_q114,18220,18220.jpg,data/images/18220.jpg,18220,manchester united men red socks|socks|men|red,test,Accessories,Socks,Manchester United Men Red Socks,"35240,35244,35247",3
test_q115,32005,32005.jpg,data/images/32005.jpg,32005,playboy men grey socks|socks|men|grey,test,Accessories,Socks,Playboy Men Grey Socks,"31993,32002,32035",3
val_q064,49305,49305.jpg,data/images/49305.jpg,49305,arrow men pack of 5 basic plating socks|socks|men|black,validation,Accessories,Socks,Arrow Men Pack Of 5 Basic Plating Socks,"49304,49306,49308",3
test_q116,48218,48218.jpg,data/images/48218.jpg,48218,united colors of benetton women black sunglasses|sunglasses|women|black,test,Accessories,Sunglasses,United Colors of Benetton Women Black Sunglasses,"48220,48222,48224,48232,48235",5
val_q065,53806,53806.jpg,data/images/53806.jpg,53806,puma kids unisex pack of 3 socks|socks|unisex|white,validation,Accessories,Socks,Puma Kids Unisex Pack of 3 Socks,53805,1
test_q117,31819,31819.jpg,data/images/31819.jpg,31819,titan men chronograph blue dial watch|watches|men|blue,test,Accessories,Watches,Titan Men Chronograph Blue Dial Watch,"31816,31863",2
test_q118,35645,35645.jpg,data/images/35645.jpg,35645,u.s. polo assn. men black sandals|sandals|men|black,test,Footwear,Sandals,U.S. Polo Assn. Men Black Sandals,"35644,35649,35662,35664,51876",5
test_q119,58194,58194.jpg,data/images/58194.jpg,58194,puma women black handbag|handbags|women|black,test,Accessories,Handbags,Puma Women Black Handbag,"25707,34556,43570,43572",4
test_q120,45535,45535.jpg,data/images/45535.jpg,45535,fila men white t-shirt|tshirts|men|white,test,Apparel,Tshirts,Fila Men White T-Shirt,45534,1
test_q121,20015,20015.jpg,data/images/20015.jpg,20015,united colors of benetton women printed olive t-shirt|tshirts|women|olive,test,Apparel,Tshirts,United Colors of Benetton Women Printed Olive T-shirt,19671,1
val_q066,14945,14945.jpg,data/images/14945.jpg,14945,status quo men stripes navy blue tshirts|tshirts|men|navy blue,validation,Apparel,Tshirts,Status Quo Men Stripes Navy Blue Tshirts,"14952,14953",2
test_q122,17183,17183.jpg,data/images/17183.jpg,17183,u.s. polo assn. men stripes maroon shirt|shirts|men|maroon,test,Apparel,Shirts,U.S. Polo Assn. Men Stripes Maroon Shirt,"17192,19847",2
val_q067,17588,17588.jpg,data/images/17588.jpg,17588,speedo men funky eyewear black sunglasses|sunglasses|men|black,validation,Accessories,Sunglasses,Speedo Men Funky Eyewear Black Sunglasses,"17585,17589",2
val_q068,47206,47206.jpg,data/images/47206.jpg,47206,franco leone men black shoes|formal shoes|men|black,validation,Footwear,Formal Shoes,Franco Leone Men Black Shoes,44939,1
test_q123,19876,19876.jpg,data/images/19876.jpg,19876,adidas men plugged in blue flip flops|flip flops|men|blue,test,Footwear,Flip Flops,ADIDAS Men Plugged IN Blue Flip Flops,20945,1
val_q069,32210,32210.jpg,data/images/32210.jpg,32210,fabindia women black kurta|kurtas|women|black,validation,Apparel,Kurtas,Fabindia Women Black Kurta,35041,1
test_q124,32228,32228.jpg,data/images/32228.jpg,32228,fabindia women printed mustard kurta|kurtas|women|mustard,test,Apparel,Kurtas,Fabindia Women Printed Mustard Kurta,32230,1
test_q125,30555,30555.jpg,data/images/30555.jpg,30555,opium men black sunglass|sunglasses|men|black,test,Accessories,Sunglasses,Opium Men Black Sunglass,30567,1
test_q126,7914,7914.jpg,data/images/7914.jpg,7914,proline men purple printed t-shirt|tshirts|men|purple,test,Apparel,Tshirts,Proline Men Purple Printed T-shirt,7859,1
test_q127,40929,40929.jpg,data/images/40929.jpg,40929,gini and jony boys rodeo blue jeans|jeans|boys|blue,test,Apparel,Jeans,Gini and Jony Boys Rodeo Blue Jeans,"38993,38996,40928,40933",4
test_q128,50485,50485.jpg,data/images/50485.jpg,50485,chromozome men grey melange briefs|briefs|men|grey melange,test,Apparel,Briefs,Chromozome Men Grey Melange Briefs,"50451,50615,50625",3
test_q129,47600,47600.jpg,data/images/47600.jpg,47600,portia women maroon flats|flats|women|brown,test,Footwear,Flats,Portia Women Maroon Flats,47585,1
test_q130,24160,24160.jpg,data/images/24160.jpg,24160,aurelia women purple striped kurta|kurtas|women|purple,test,Apparel,Kurtas,Aurelia Women Purple Striped Kurta,24156,1
test_q131,30907,30907.jpg,data/images/30907.jpg,30907,fabindia women black kurti|kurtis|women|black,test,Apparel,Kurtis,Fabindia Women Black Kurti,"30911,30934",2
test_q132,25871,25871.jpg,data/images/25871.jpg,25871,american tourister unisex buzz black backpack|backpacks|unisex|black,test,Accessories,Backpacks,American Tourister Unisex Buzz Black Backpack,"25873,25876",2
test_q133,26068,26068.jpg,data/images/26068.jpg,26068,john miller men striped green shirt|shirts|men|green,test,Apparel,Shirts,John Miller Men Striped Green Shirt,29709,1
test_q134,55825,55825.jpg,data/images/55825.jpg,55825,sdl by sweet dreams women black nightdress|nightdress|women|black,test,Apparel,Nightdress,SDL by Sweet Dreams Women Black Nightdress,"55786,55789,55790",3
test_q135,51592,51592.jpg,data/images/51592.jpg,51592,wrangler women black jeggings|jeggings|women|black,test,Apparel,Jeggings,Wrangler Women Black Jeggings,51582,1
test_q136,59008,59008.jpg,data/images/59008.jpg,59008,skechers women white sports shoes|sports shoes|women|white,test,Footwear,Sports Shoes,Skechers Women White Sports Shoes,"41827,41840",2
test_q137,12926,12926.jpg,data/images/12926.jpg,12926,id men casual black shoes|casual shoes|men|black,test,Footwear,Casual Shoes,iD Men Casual Black Shoes,"12923,12927",2
val_q070,48154,48154.jpg,data/images/48154.jpg,48154,fossil women sea green wallet|wallets|women|green,validation,Accessories,Wallets,Fossil Women Sea Green Wallet,48162,1
val_q071,54225,54225.jpg,data/images/54225.jpg,54225,highlander men khaki chinos|trousers|men|khaki,validation,Apparel,Trousers,Highlander Men Khaki Chinos,54192,1
test_q138,18241,18241.jpg,data/images/18241.jpg,18241,manchester united men printed red tshirt|tshirts|men|red,test,Apparel,Tshirts,Manchester United Men Printed Red Tshirt,"18224,18229,18233,18249",4
test_q139,44791,44791.jpg,data/images/44791.jpg,44791,calvin klein mens blue boxers|boxers|men|blue,test,Apparel,Boxers,Calvin Klein Mens blue Boxers,44790,1
val_q072,21593,21593.jpg,data/images/21593.jpg,21593,nike women solid grey capris|capris|women|grey,validation,Apparel,Capris,Nike Women Solid Grey Capris,"15338,15351",2
val_q073,20216,20216.jpg,data/images/20216.jpg,20216,wrangler men rib red sweater|sweaters|men|red,validation,Apparel,Sweaters,Wrangler Men Rib Red Sweater,20219,1
test_q140,13650,13650.jpg,data/images/13650.jpg,13650,adidas white  snova sequence 4m sports shoe|sports shoes|men|white,test,Footwear,Sports Shoes,ADIDAS White  Snova Sequence 4M Sports Shoe,13652,1
val_q074,13460,13460.jpg,data/images/13460.jpg,13460,united colors of benetton men solid green shirts|shirts|men|green,validation,Apparel,Shirts,United Colors of Benetton Men Solid Green Shirts,13407,1
test_q141,56855,56855.jpg,data/images/56855.jpg,56855,john players men blue shirt|shirts|men|blue,test,Apparel,Shirts,John Players Men Blue Shirt,56819,1
test_q142,45025,45025.jpg,data/images/45025.jpg,45025,maxima women silver dial pearl strap watch|watches|women|silver,test,Accessories,Watches,Maxima Women Silver Dial Pearl Strap Watch,45026,1
val_q075,23653,23653.jpg,data/images/23653.jpg,23653,music men off white printed t-shirt|tshirts|men|off white,validation,Apparel,Tshirts,Music Men Off White Printed T-shirt,23644,1
test_q143,10643,10643.jpg,data/images/10643.jpg,10643,doodle boy d print blue tshirts|tshirts|men|blue,test,Apparel,Tshirts,Doodle Boy D Print Blue Tshirts,10644,1
val_q076,25762,25762.jpg,data/images/25762.jpg,25762,lino perros men red suspenders|suspenders|men|red,validation,Apparel,Suspenders,Lino Perros Men Red Suspenders,25757,1
val_q077,32719,32719.jpg,data/images/32719.jpg,32719,facit men navy blue brief|briefs|men|navy blue,validation,Apparel,Briefs,Facit Men Navy Blue Brief,47513,1
test_q144,32511,32511.jpg,data/images/32511.jpg,32511,franco leone men slip on black formal shoes|formal shoes|men|black,test,Footwear,Formal Shoes,Franco Leone Men Slip On Black Formal Shoes,31331,1
val_q078,41276,41276.jpg,data/images/41276.jpg,41276,arrow men black leather wallet|wallets|men|black,validation,Accessories,Wallets,Arrow Men Black Leather Wallet,"41274,41278",2
test_q145,25160,25160.jpg,data/images/25160.jpg,25160,lino perros women leatherite black handbag|handbags|women|black,test,Accessories,Handbags,Lino Perros Women Leatherite Black Handbag,25165,1
test_q146,48752,48752.jpg,data/images/48752.jpg,48752,lucera women silver bangle|bangle|women|silver,test,Accessories,Bangle,Lucera Women Silver Bangle,"48747,48748,48749,48750,48751,48753",6
val_q079,37235,37235.jpg,data/images/37235.jpg,37235,united colors of benetton men leather black wallet|wallets|men|black,validation,Accessories,Wallets,United Colors of Benetton Men Leather Black Wallet,36541,1
test_q147,58235,58235.jpg,data/images/58235.jpg,58235,baggit women grey wallet|wallets|women|grey,test,Accessories,Wallets,Baggit Women Grey Wallet,"47387,54390",2
test_q148,13466,13466.jpg,data/images/13466.jpg,13466,united colors of benetton men stripes blue tshirts|tshirts|men|blue,test,Apparel,Tshirts,United Colors of Benetton Men Stripes Blue Tshirts,"13433,13435",2
test_q149,13291,13291.jpg,data/images/13291.jpg,13291,gini and jony kids boys printed green tshirts|tshirts|men|green,test,Apparel,Tshirts,Gini and Jony Kids Boys Printed Green Tshirts,13292,1
test_q150,43972,43972.jpg,data/images/43972.jpg,43972,dkny men perfume|perfume and body mist|men|silver,test,Personal Care,Perfume and Body Mist,DKNY Men Perfume,43971,1
val_q080,21955,21955.jpg,data/images/21955.jpg,21955,murcia women casual maroon handbag|handbags|women|maroon,validation,Accessories,Handbags,Murcia Women Casual Maroon Handbag,"21962,22012,22015",3
test_q151,50962,50962.jpg,data/images/50962.jpg,50962,lee womens blue maxi fit jeans|jeans|women|blue,test,Apparel,Jeans,Lee Womens Blue Maxi Fit Jeans,"50943,50945,50953",3
test_q152,20818,20818.jpg,data/images/20818.jpg,20818,red tape men brown leather casual shoes|casual shoes|men|brown,test,Footwear,Casual Shoes,Red Tape Men Brown Leather Casual Shoes,"20711,20716",2
test_q153,30083,30083.jpg,data/images/30083.jpg,30083,ed hardy women silver dial watch|watches|women|silver,test,Accessories,Watches,Ed Hardy Women Silver Dial Watch,30086,1
test_q154,22559,22559.jpg,data/images/22559.jpg,22559,reebok men reeplay deo|deodorant|men|red,test,Personal Care,Deodorant,Reebok Men Reeplay Deo,26744,1
val_q081,21541,21541.jpg,data/images/21541.jpg,21541,kiara women classic brown handbag|handbags|women|brown,validation,Accessories,Handbags,Kiara Women Classic Brown Handbag,21753,1
val_q082,40300,40300.jpg,data/images/40300.jpg,40300,warner bros kids unisex brown sandals|sandals|unisex|brown,validation,Footwear,Sandals,Warner Bros Kids Unisex Brown sandals,40305,1
val_q083,49845,49845.jpg,data/images/49845.jpg,49845,q&q women white dial analog watch|watches|women|white,validation,Accessories,Watches,Q&Q Women White Dial Analog Watch,49883,1
test_q155,46529,46529.jpg,data/images/46529.jpg,46529,timex men silver toned dial watch|watches|men|silver,test,Accessories,Watches,Timex Men Silver Toned Dial Watch,46451,1
test_q156,51288,51288.jpg,data/images/51288.jpg,51288,hop scotch girls pink sunglasses|sunglasses|girls|pink,test,Accessories,Sunglasses,Hop Scotch Girls Pink Sunglasses,51278,1
test_q157,27839,27839.jpg,data/images/27839.jpg,27839,bulchee men navy blue leather belt|belts|men|navy blue,test,Accessories,Belts,Bulchee Men Navy Blue Leather Belt,27834,1
val_q084,47584,47584.jpg,data/images/47584.jpg,47584,portia women silver flats|flats|women|brown,validation,Footwear,Flats,Portia Women Silver Flats,47588,1
val_q085,52839,52839.jpg,data/images/52839.jpg,52839,adrika pink earrings|earrings|women|pink,validation,Accessories,Earrings,Adrika Pink Earrings,52869,1
val_q086,59279,59279.jpg,data/images/59279.jpg,59279,titan women blue watch|watches|women|blue,validation,Accessories,Watches,Titan Women Blue Watch,59273,1
test_q158,13890,13890.jpg,data/images/13890.jpg,13890,scullers women solid purple tops|tops|women|purple,test,Apparel,Tops,Scullers Women Solid Purple Tops,11130,1
test_q159,11161,11161.jpg,data/images/11161.jpg,11161,john miller men solid black shirts|shirts|men|black,test,Apparel,Shirts,John Miller Men Solid Black Shirts,11162,1
test_q160,40198,40198.jpg,data/images/40198.jpg,40198,mumbai slang women white printed top|tops|women|white,test,Apparel,Tops,Mumbai Slang Women White Printed Top,40195,1
test_q161,30756,30756.jpg,data/images/30756.jpg,30756,fabindia men green kurta|kurtas|men|green,test,Apparel,Kurtas,Fabindia Men Green Kurta,56699,1
test_q162,52828,52828.jpg,data/images/52828.jpg,52828,adrika black earrings|earrings|women|black,test,Accessories,Earrings,Adrika Black Earrings,"52837,52851",2
test_q163,41993,41993.jpg,data/images/41993.jpg,41993,gini and jony boys customised black shorts|shorts|boys|black,test,Apparel,Shorts,Gini and Jony Boys Customised Black Shorts,"40125,41992",2
test_q164,52121,52121.jpg,data/images/52121.jpg,52121,doodle boys navy blue printed t-shirt|tshirts|boys|navy blue,test,Apparel,Tshirts,Doodle Boys Navy Blue Printed T-Shirt,50718,1
test_q165,32970,32970.jpg,data/images/32970.jpg,32970,angry birds men printed black t-shirt|tshirts|men|black,test,Apparel,Tshirts,Angry Birds Men Printed Black T-shirt,"32954,32962",2
test_q166,13447,13447.jpg,data/images/13447.jpg,13447,united colors of benetton men stripes pink tshirts|tshirts|men|pink,test,Apparel,Tshirts,United Colors of Benetton Men Stripes Pink Tshirts,13425,1
val_q087,8514,8514.jpg,data/images/8514.jpg,8514,nike unisex ultimatum max grey backpacks|backpacks|unisex|grey,validation,Accessories,Backpacks,Nike Unisex Ultimatum Max Grey Backpacks,8515,1
test_q167,11927,11927.jpg,data/images/11927.jpg,11927,skechers women tone white sports shoes|sports shoes|women|white,test,Footwear,Sports Shoes,Skechers Women Tone White Sports Shoes,11928,1
test_q168,22104,22104.jpg,data/images/22104.jpg,22104,flying machine men blue casual shoes|casual shoes|men|blue,test,Footwear,Casual Shoes,Flying Machine Men Blue Casual Shoes,14480,1
val_q088,22336,22336.jpg,data/images/22336.jpg,22336,john players men stripes grey polo t-shirt|tshirts|men|grey,validation,Apparel,Tshirts,John Players Men Stripes Grey Polo T-Shirt,22331,1
test_q169,44123,44123.jpg,data/images/44123.jpg,44123,hugo women pure purple perfume|perfume and body mist|women|purple,test,Personal Care,Perfume and Body Mist,Hugo Women Pure Purple Perfume,44122,1
test_q170,28097,28097.jpg,data/images/28097.jpg,28097,jockey mc men navy blue y front briefs 8003|briefs|men|navy blue,test,Apparel,Briefs,Jockey MC Men Navy Blue Y Front Briefs 8003,28096,1
test_q171,57907,57907.jpg,data/images/57907.jpg,57907,fruit of the loom women black pack of three socks|socks|women|black,test,Accessories,Socks,Fruit of the Loom Women Black Pack of Three Socks,57909,1
test_q172,58517,58517.jpg,data/images/58517.jpg,58517,tonga women pink top|tops|women|pink,test,Apparel,Tops,Tonga Women Pink Top,58497,1
test_q173,40147,40147.jpg,data/images/40147.jpg,40147,gini and jony girls blue pedal pusher|capris|girls|blue,test,Apparel,Capris,Gini and Jony Girls Blue Pedal Pusher,41995,1
test_q174,27189,27189.jpg,data/images/27189.jpg,27189,mark taylor men printed olive t-shirt|tshirts|men|olive,test,Apparel,Tshirts,Mark Taylor Men Printed Olive T-shirt,31585,1
test_q175,42083,42083.jpg,data/images/42083.jpg,42083,american tourister unisex brown passport holder|wallets|unisex|brown,test,Accessories,Wallets,American Tourister Unisex Brown Passport Holder,42084,1
test_q176,9494,9494.jpg,data/images/9494.jpg,9494,puma unisex blaze black backpacks|backpacks|unisex|black,test,Accessories,Backpacks,Puma Unisex Blaze Black Backpacks,9495,1
test_q177,22161,22161.jpg,data/images/22161.jpg,22161,lee cooper men brown casual shoes|casual shoes|men|brown,test,Footwear,Casual Shoes,Lee Cooper Men Brown Casual Shoes,"12857,13127,22158",3
test_q178,5287,5287.jpg,data/images/5287.jpg,5287,lee cooper men's brown semi formal shoe|casual shoes|men|brown,test,Footwear,Casual Shoes,Lee Cooper Men's Brown Semi Formal Shoe,5292,1
test_q179,46261,46261.jpg,data/images/46261.jpg,46261,109f women multicoloured printed tunic|tunics|women|multi,test,Apparel,Tunics,109F Women Multicoloured Printed Tunic,"46280,46286",2
test_q180,5462,5462.jpg,data/images/5462.jpg,5462,nike men's air trail ridge black shoe|sports shoes|men|black,test,Footwear,Sports Shoes,Nike Men's Air Trail Ridge Black Shoe,6646,1
val_q089,19340,19340.jpg,data/images/19340.jpg,19340,united colors of benetton men solid black jacket|jackets|men|black,validation,Apparel,Jackets,United Colors of Benetton Men Solid Black Jacket,"19338,19339",2
test_q181,53752,53752.jpg,data/images/53752.jpg,53752,adidas men blue shorts|shorts|men|blue,test,Apparel,Shorts,ADIDAS Men Blue Shorts,53755,1
val_q090,36104,36104.jpg,data/images/36104.jpg,36104,otls men brown zebra wallet|wallets|men|brown,validation,Accessories,Wallets,OTLS Men Brown Zebra Wallet,36103,1
val_q091,49900,49900.jpg,data/images/49900.jpg,49900,q&q kids unisex white dial watch|watches|unisex|white,validation,Accessories,Watches,Q&Q Kids Unisex White Dial Watch,53569,1
test_q182,37738,37738.jpg,data/images/37738.jpg,37738,john players men stripes pink shirt|shirts|men|pink,test,Apparel,Shirts,John Players Men Stripes Pink Shirt,37810,1
test_q183,36763,36763.jpg,data/images/36763.jpg,36763,maxima men green dial watch|free gifts|men|green,test,Free Items,Free Gifts,Maxima Men Green Dial Watch,36764,1
test_q184,33955,33955.jpg,data/images/33955.jpg,33955,adidas men polo white t-shirt|tshirts|men|white,test,Apparel,Tshirts,ADIDAS Men Polo White T-shirt,"32455,32462",2
test_q185,17798,17798.jpg,data/images/17798.jpg,17798,chhota bheem kids boy men journey to petra orange tshirt|tshirts|men|orange,test,Apparel,Tshirts,Chhota Bheem Kids Boy Men Journey to Petra Orange Tshirt,17799,1
val_q092,38575,38575.jpg,data/images/38575.jpg,38575,nike men breakline black track pants|track pants|men|black,validation,Apparel,Track Pants,Nike Men Breakline Black Track Pants,28519,1
test_q186,35074,35074.jpg,data/images/35074.jpg,35074,allen solly men leather brown belt|belts|men|brown,test,Accessories,Belts,Allen Solly Men Leather Brown Belt,"35060,35061,35073,35075",4
test_q187,40691,40691.jpg,data/images/40691.jpg,40691,numero uno men black shoes|formal shoes|men|black,test,Footwear,Formal Shoes,Numero Uno Men Black Shoes,55612,1
test_q188,19859,19859.jpg,data/images/19859.jpg,19859,u.s. polo assn. men solid olive jacket|jackets|men|olive,test,Apparel,Jackets,U.S. Polo Assn. Men Solid Olive Jacket,19860,1
val_q093,5730,5730.jpg,data/images/5730.jpg,5730,reebok men's hex run white shoe|sports shoes|men|white,validation,Footwear,Sports Shoes,Reebok Men's Hex Run White Shoe,5749,1
val_q094,25652,25652.jpg,data/images/25652.jpg,25652,fastrack men white casual watch|watches|men|white,validation,Accessories,Watches,Fastrack Men White Casual Watch,"25640,25641,25653",3
val_q095,34148,34148.jpg,data/images/34148.jpg,34148,gini and jony girls washed blue skirt|skirts|girls|blue,validation,Apparel,Skirts,Gini and Jony Girls Washed Blue Skirt,34149,1
val_q096,28997,28997.jpg,data/images/28997.jpg,28997,status quo men printed white t-shirt|tshirts|men|white,validation,Apparel,Tshirts,Status Quo Men Printed White T-shirt,29001,1
test_q189,11625,11625.jpg,data/images/11625.jpg,11625,w women printed red kurtas|kurtas|women|red,test,Apparel,Kurtas,W Women Printed Red Kurtas,"11553,12085",2
test_q190,22041,22041.jpg,data/images/22041.jpg,22041,vishudh women printed cream kurta|kurtas|women|cream,test,Apparel,Kurtas,Vishudh Women Printed Cream Kurta,22036,1
test_q191,24392,24392.jpg,data/images/24392.jpg,24392,folklore women purple printed kurta|kurtas|women|purple,test,Apparel,Kurtas,Folklore Women Purple Printed Kurta,24380,1
test_q192,11236,11236.jpg,data/images/11236.jpg,11236,flying machine women low rise blue jeans|jeans|women|blue,test,Apparel,Jeans,Flying Machine Women Low Rise Blue Jeans,11240,1
test_q193,11456,11456.jpg,data/images/11456.jpg,11456,united colors of benetton men light winter olive tshirts|tshirts|men|olive,test,Apparel,Tshirts,United Colors of Benetton Men Light Winter Olive Tshirts,11531,1
test_q194,34138,34138.jpg,data/images/34138.jpg,34138,turtle men leather brown wallet|wallets|men|brown,test,Accessories,Wallets,Turtle Men Leather Brown Wallet,34140,1
test_q195,24375,24375.jpg,data/images/24375.jpg,24375,folklore women blue  kurta|kurtas|women|blue,test,Apparel,Kurtas,Folklore Women Blue  Kurta,24359,1
val_q097,15475,15475.jpg,data/images/15475.jpg,15475,puma men logo blue tshirts|tshirts|men|blue,validation,Apparel,Tshirts,Puma Men Logo Blue Tshirts,15472,1
val_q098,7177,7177.jpg,data/images/7177.jpg,7177,scullers men blue check shirt|shirts|men|blue,validation,Apparel,Shirts,Scullers Men Blue Check Shirt,11089,1
test_q196,10246,10246.jpg,data/images/10246.jpg,10246,murcia women zoe brown handbags|handbags|women|brown,test,Accessories,Handbags,Murcia Women Zoe Brown Handbags,10247,1
val_q099,11951,11951.jpg,data/images/11951.jpg,11951,ganuchi men blue shoes|casual shoes|men|blue,validation,Footwear,Casual Shoes,Ganuchi Men Blue Shoes,44934,1
test_q197,28082,28082.jpg,data/images/28082.jpg,28082,jockey modern classic men navy blue y front briefs 2007|briefs|men|navy blue,test,Apparel,Briefs,Jockey MODERN CLASSIC Men Navy Blue Y Front Briefs 2007,28083,1
val_q100,58338,58338.jpg,data/images/58338.jpg,58338,lotto women purple flip flops|flip flops|women|purple,validation,Footwear,Flip Flops,Lotto Women Purple Flip Flops,58339,1
test_q198,9879,9879.jpg,data/images/9879.jpg,9879,indigo nation men hot stepper blue striped shirt|shirts|men|blue,test,Apparel,Shirts,Indigo Nation Men Hot Stepper Blue Striped Shirt,9878,1
test_q199,32589,32589.jpg,data/images/32589.jpg,32589,only  women black shorts|shorts|women|black,test,Apparel,Shorts,Only  Women Black Shorts,32587,1
test_q200,25392,25392.jpg,data/images/25392.jpg,25392,levis men navy blue innerwear t-shirt|innerwear vests|men|navy blue,test,Apparel,Innerwear Vests,Levis Men Navy Blue Innerwear T-shirt,25368,1
